RN,FECHA,INICIO_INTERVALO,Llamadas_recibidas,Llamadas_atendidas,PERIODO_CIERRE,PERIODO_PAGO,PERIODO_RESTO_MES,FECHA_ENVIO_RDC,FECHA,ANIO,MES,TRIMES,DIASEM,DIAMES,DIAAANIO,SEMANA,DIA_HABIL
1,2022-01-03,2022-01-03T08:00:00Z,67,65,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
2,2022-01-03,2022-01-03T08:30:00Z,705,697,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
3,2022-01-03,2022-01-03T09:00:00Z,881,873,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
4,2022-01-03,2022-01-03T09:30:00Z,1151,1120,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
5,2022-01-03,2022-01-03T10:00:00Z,1260,1219,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
6,2022-01-03,2022-01-03T10:30:00Z,1198,1066,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
7,2022-01-03,2022-01-03T11:00:00Z,1250,1158,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
8,2022-01-03,2022-01-03T11:30:00Z,1348,1099,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
9,2022-01-03,2022-01-03T12:00:00Z,1170,969,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
10,2022-01-03,2022-01-03T12:30:00Z,1110,889,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
11,2022-01-03,2022-01-03T13:00:00Z,926,745,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
12,2022-01-03,2022-01-03T13:30:00Z,817,708,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
13,2022-01-03,2022-01-03T14:00:00Z,766,677,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
14,2022-01-03,2022-01-03T14:30:00Z,778,661,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
15,2022-01-03,2022-01-03T15:00:00Z,733,684,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
16,2022-01-03,2022-01-03T15:30:00Z,741,733,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
17,2022-01-03,2022-01-03T16:00:00Z,607,595,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
18,2022-01-03,2022-01-03T16:30:00Z,646,622,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
19,2022-01-03,2022-01-03T17:00:00Z,734,715,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
20,2022-01-03,2022-01-03T17:30:00Z,780,757,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
21,2022-01-03,2022-01-03T18:00:00Z,168,70,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
22,2022-01-03,2022-01-03T18:30:00Z,86,37,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
23,2022-01-03,2022-01-03T19:00:00Z,106,51,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
24,2022-01-03,2022-01-03T19:30:00Z,82,41,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
25,2022-01-03,2022-01-03T20:00:00Z,55,48,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
26,2022-01-03,2022-01-03T20:30:00Z,40,36,0,1,0,0,2022-01-03,2022,202201,2022T1,2,3,3,1,1
27,2022-01-04,2022-01-04T08:00:00Z,43,42,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
28,2022-01-04,2022-01-04T08:30:00Z,582,579,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
29,2022-01-04,2022-01-04T09:00:00Z,798,792,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
30,2022-01-04,2022-01-04T09:30:00Z,984,982,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
31,2022-01-04,2022-01-04T10:00:00Z,1102,1077,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
32,2022-01-04,2022-01-04T10:30:00Z,1202,1092,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
33,2022-01-04,2022-01-04T11:00:00Z,1256,1154,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
34,2022-01-04,2022-01-04T11:30:00Z,1245,1060,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
35,2022-01-04,2022-01-04T12:00:00Z,1180,974,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
36,2022-01-04,2022-01-04T12:30:00Z,1090,883,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
37,2022-01-04,2022-01-04T13:00:00Z,930,768,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
38,2022-01-04,2022-01-04T13:30:00Z,865,724,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
39,2022-01-04,2022-01-04T14:00:00Z,765,680,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
40,2022-01-04,2022-01-04T14:30:00Z,707,667,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
41,2022-01-04,2022-01-04T15:00:00Z,669,653,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
42,2022-01-04,2022-01-04T15:30:00Z,666,650,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
43,2022-01-04,2022-01-04T16:00:00Z,685,667,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
44,2022-01-04,2022-01-04T16:30:00Z,712,672,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
45,2022-01-04,2022-01-04T17:00:00Z,815,788,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
46,2022-01-04,2022-01-04T17:30:00Z,833,752,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
47,2022-01-04,2022-01-04T18:00:00Z,140,53,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
48,2022-01-04,2022-01-04T18:30:00Z,80,47,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
49,2022-01-04,2022-01-04T19:00:00Z,83,48,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
50,2022-01-04,2022-01-04T19:30:00Z,82,51,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
51,2022-01-04,2022-01-04T20:00:00Z,59,45,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
52,2022-01-04,2022-01-04T20:30:00Z,39,33,0,1,0,0,2022-01-04,2022,202201,2022T1,3,4,4,1,1
53,2022-01-05,2022-01-05T08:00:00Z,60,59,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
54,2022-01-05,2022-01-05T08:30:00Z,683,656,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
55,2022-01-05,2022-01-05T09:00:00Z,858,823,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
56,2022-01-05,2022-01-05T09:30:00Z,1035,947,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
57,2022-01-05,2022-01-05T10:00:00Z,1228,1107,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
58,2022-01-05,2022-01-05T10:30:00Z,1199,995,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
59,2022-01-05,2022-01-05T11:00:00Z,1199,1005,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
60,2022-01-05,2022-01-05T11:30:00Z,1171,956,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
61,2022-01-05,2022-01-05T12:00:00Z,1164,940,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
62,2022-01-05,2022-01-05T12:30:00Z,1064,874,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
63,2022-01-05,2022-01-05T13:00:00Z,905,733,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
64,2022-01-05,2022-01-05T13:30:00Z,789,649,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
65,2022-01-05,2022-01-05T14:00:00Z,756,691,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
66,2022-01-05,2022-01-05T14:30:00Z,741,662,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
67,2022-01-05,2022-01-05T15:00:00Z,713,693,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
68,2022-01-05,2022-01-05T15:30:00Z,655,647,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
69,2022-01-05,2022-01-05T16:00:00Z,647,628,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
70,2022-01-05,2022-01-05T16:30:00Z,723,698,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
71,2022-01-05,2022-01-05T17:00:00Z,735,662,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
72,2022-01-05,2022-01-05T17:30:00Z,807,631,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
73,2022-01-05,2022-01-05T18:00:00Z,104,57,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
74,2022-01-05,2022-01-05T18:30:00Z,89,63,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
75,2022-01-05,2022-01-05T19:00:00Z,88,51,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
76,2022-01-05,2022-01-05T19:30:00Z,71,43,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
77,2022-01-05,2022-01-05T20:00:00Z,52,31,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
78,2022-01-05,2022-01-05T20:30:00Z,42,22,0,1,0,0,2022-01-05,2022,202201,2022T1,4,5,5,1,1
79,2022-01-06,2022-01-06T08:00:00Z,50,48,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
80,2022-01-06,2022-01-06T08:30:00Z,687,651,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
81,2022-01-06,2022-01-06T09:00:00Z,836,803,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
82,2022-01-06,2022-01-06T09:30:00Z,964,894,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
83,2022-01-06,2022-01-06T10:00:00Z,1129,1015,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
84,2022-01-06,2022-01-06T10:30:00Z,1041,968,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
85,2022-01-06,2022-01-06T11:00:00Z,1199,1088,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
86,2022-01-06,2022-01-06T11:30:00Z,1229,1042,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
87,2022-01-06,2022-01-06T12:00:00Z,1081,985,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
88,2022-01-06,2022-01-06T12:30:00Z,965,895,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
89,2022-01-06,2022-01-06T13:00:00Z,954,819,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
90,2022-01-06,2022-01-06T13:30:00Z,796,631,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
91,2022-01-06,2022-01-06T14:00:00Z,729,623,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
92,2022-01-06,2022-01-06T14:30:00Z,670,585,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
93,2022-01-06,2022-01-06T15:00:00Z,713,704,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
94,2022-01-06,2022-01-06T15:30:00Z,666,660,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
95,2022-01-06,2022-01-06T16:00:00Z,625,611,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
96,2022-01-06,2022-01-06T16:30:00Z,649,627,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
97,2022-01-06,2022-01-06T17:00:00Z,648,620,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
98,2022-01-06,2022-01-06T17:30:00Z,678,621,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
99,2022-01-06,2022-01-06T18:00:00Z,160,54,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
100,2022-01-06,2022-01-06T18:30:00Z,115,58,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
101,2022-01-06,2022-01-06T19:00:00Z,105,53,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
102,2022-01-06,2022-01-06T19:30:00Z,90,60,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
103,2022-01-06,2022-01-06T20:00:00Z,70,47,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
104,2022-01-06,2022-01-06T20:30:00Z,48,38,0,1,0,0,2022-01-06,2022,202201,2022T1,5,6,6,1,1
105,2022-01-07,2022-01-07T08:00:00Z,64,64,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
106,2022-01-07,2022-01-07T08:30:00Z,646,622,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
107,2022-01-07,2022-01-07T09:00:00Z,781,755,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
108,2022-01-07,2022-01-07T09:30:00Z,938,926,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
109,2022-01-07,2022-01-07T10:00:00Z,1143,1121,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
110,2022-01-07,2022-01-07T10:30:00Z,1351,1166,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
111,2022-01-07,2022-01-07T11:00:00Z,1381,1063,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
112,2022-01-07,2022-01-07T11:30:00Z,1364,971,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
113,2022-01-07,2022-01-07T12:00:00Z,1293,983,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
114,2022-01-07,2022-01-07T12:30:00Z,1137,826,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
115,2022-01-07,2022-01-07T13:00:00Z,1001,723,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
116,2022-01-07,2022-01-07T13:30:00Z,964,726,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
117,2022-01-07,2022-01-07T14:00:00Z,875,653,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
118,2022-01-07,2022-01-07T14:30:00Z,768,615,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
119,2022-01-07,2022-01-07T15:00:00Z,750,647,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
120,2022-01-07,2022-01-07T15:30:00Z,770,706,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
121,2022-01-07,2022-01-07T16:00:00Z,673,594,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
122,2022-01-07,2022-01-07T16:30:00Z,824,598,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
123,2022-01-07,2022-01-07T17:00:00Z,817,529,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
124,2022-01-07,2022-01-07T17:30:00Z,881,402,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
125,2022-01-07,2022-01-07T18:00:00Z,132,47,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
126,2022-01-07,2022-01-07T18:30:00Z,93,43,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
127,2022-01-07,2022-01-07T19:00:00Z,89,50,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
128,2022-01-07,2022-01-07T19:30:00Z,71,41,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
129,2022-01-07,2022-01-07T20:00:00Z,55,29,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
130,2022-01-07,2022-01-07T20:30:00Z,43,21,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
131,2022-01-07,2022-01-07T21:00:00Z,1,0,0,1,0,0,2022-01-07,2022,202201,2022T1,6,7,7,1,1
132,2022-01-10,2022-01-10T08:00:00Z,93,93,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
133,2022-01-10,2022-01-10T08:30:00Z,1109,962,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
134,2022-01-10,2022-01-10T09:00:00Z,1349,1139,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
135,2022-01-10,2022-01-10T09:30:00Z,1396,1131,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
136,2022-01-10,2022-01-10T10:00:00Z,1489,1198,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
137,2022-01-10,2022-01-10T10:30:00Z,1474,1107,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
138,2022-01-10,2022-01-10T11:00:00Z,1518,1252,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
139,2022-01-10,2022-01-10T11:30:00Z,1576,1287,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
140,2022-01-10,2022-01-10T12:00:00Z,1433,1200,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
141,2022-01-10,2022-01-10T12:30:00Z,1352,1114,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
142,2022-01-10,2022-01-10T13:00:00Z,1300,949,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
143,2022-01-10,2022-01-10T13:30:00Z,1204,771,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
144,2022-01-10,2022-01-10T14:00:00Z,1196,906,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
145,2022-01-10,2022-01-10T14:30:00Z,1051,831,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
146,2022-01-10,2022-01-10T15:00:00Z,1058,928,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
147,2022-01-10,2022-01-10T15:30:00Z,982,961,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
148,2022-01-10,2022-01-10T16:00:00Z,950,872,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
149,2022-01-10,2022-01-10T16:30:00Z,1027,878,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
150,2022-01-10,2022-01-10T17:00:00Z,1050,888,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
151,2022-01-10,2022-01-10T17:30:00Z,1021,706,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
152,2022-01-10,2022-01-10T18:00:00Z,180,63,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
153,2022-01-10,2022-01-10T18:30:00Z,133,61,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
154,2022-01-10,2022-01-10T19:00:00Z,132,72,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
155,2022-01-10,2022-01-10T19:30:00Z,94,62,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
156,2022-01-10,2022-01-10T20:00:00Z,74,59,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
157,2022-01-10,2022-01-10T20:30:00Z,55,33,0,1,0,0,2022-01-10,2022,202201,2022T1,2,10,10,2,1
158,2022-01-11,2022-01-11T08:00:00Z,65,65,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
159,2022-01-11,2022-01-11T08:30:00Z,843,801,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
160,2022-01-11,2022-01-11T09:00:00Z,1036,1022,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
161,2022-01-11,2022-01-11T09:30:00Z,1167,1156,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
162,2022-01-11,2022-01-11T10:00:00Z,967,956,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
163,2022-01-11,2022-01-11T10:30:00Z,1114,1047,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
164,2022-01-11,2022-01-11T11:00:00Z,1426,1226,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
165,2022-01-11,2022-01-11T11:30:00Z,1333,1237,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
166,2022-01-11,2022-01-11T12:00:00Z,1379,1210,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
167,2022-01-11,2022-01-11T12:30:00Z,1333,1112,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
168,2022-01-11,2022-01-11T13:00:00Z,1071,833,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
169,2022-01-11,2022-01-11T13:30:00Z,919,764,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
170,2022-01-11,2022-01-11T14:00:00Z,823,714,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
171,2022-01-11,2022-01-11T14:30:00Z,729,662,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
172,2022-01-11,2022-01-11T15:00:00Z,644,625,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
173,2022-01-11,2022-01-11T15:30:00Z,655,637,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
174,2022-01-11,2022-01-11T16:00:00Z,668,633,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
175,2022-01-11,2022-01-11T16:30:00Z,691,665,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
176,2022-01-11,2022-01-11T17:00:00Z,711,695,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
177,2022-01-11,2022-01-11T17:30:00Z,759,739,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
178,2022-01-11,2022-01-11T18:00:00Z,122,51,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
179,2022-01-11,2022-01-11T18:30:00Z,117,62,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
180,2022-01-11,2022-01-11T19:00:00Z,89,35,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
181,2022-01-11,2022-01-11T19:30:00Z,69,28,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
182,2022-01-11,2022-01-11T20:00:00Z,51,33,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
183,2022-01-11,2022-01-11T20:30:00Z,45,37,0,0,1,0,2022-01-11,2022,202201,2022T1,3,11,11,2,1
184,2022-01-12,2022-01-12T08:00:00Z,57,57,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
185,2022-01-12,2022-01-12T08:30:00Z,641,640,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
186,2022-01-12,2022-01-12T09:00:00Z,977,968,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
187,2022-01-12,2022-01-12T09:30:00Z,1121,1114,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
188,2022-01-12,2022-01-12T10:00:00Z,1196,1174,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
189,2022-01-12,2022-01-12T10:30:00Z,1170,1132,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
190,2022-01-12,2022-01-12T11:00:00Z,1276,1243,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
191,2022-01-12,2022-01-12T11:30:00Z,358,343,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
192,2022-01-12,2022-01-12T12:00:00Z,773,736,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
193,2022-01-12,2022-01-12T12:30:00Z,1210,1059,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
194,2022-01-12,2022-01-12T13:00:00Z,1189,893,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
195,2022-01-12,2022-01-12T13:30:00Z,1021,723,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
196,2022-01-12,2022-01-12T14:00:00Z,875,746,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
197,2022-01-12,2022-01-12T14:30:00Z,866,782,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
198,2022-01-12,2022-01-12T15:00:00Z,791,772,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
199,2022-01-12,2022-01-12T15:30:00Z,712,707,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
200,2022-01-12,2022-01-12T16:00:00Z,729,712,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
201,2022-01-12,2022-01-12T16:30:00Z,642,629,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
202,2022-01-12,2022-01-12T17:00:00Z,764,747,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
203,2022-01-12,2022-01-12T17:30:00Z,887,844,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
204,2022-01-12,2022-01-12T18:00:00Z,157,68,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
205,2022-01-12,2022-01-12T18:30:00Z,107,54,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
206,2022-01-12,2022-01-12T19:00:00Z,108,50,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
207,2022-01-12,2022-01-12T19:30:00Z,110,46,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
208,2022-01-12,2022-01-12T20:00:00Z,71,42,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
209,2022-01-12,2022-01-12T20:30:00Z,34,24,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
210,2022-01-12,2022-01-12T21:00:00Z,1,0,0,0,1,0,2022-01-12,2022,202201,2022T1,4,12,12,2,1
211,2022-01-13,2022-01-13T08:00:00Z,65,64,0,0,1,0,2022-01-13,2022,202201,2022T1,5,13,13,2,1
212,2022-01-13,2022-01-13T08:30:00Z,661,656,0,0,1,0,2022-01-13,2022,202201,2022T1,5,13,13,2,1
213,2022-01-13,2022-01-13T09:00:00Z,879,867,0,0,1,0,2022-01-13,2022,202201,2022T1,5,13,13,2,1
214,2022-01-13,2022-01-13T09:30:00Z,1000,984,0,0,1,0,2022-01-13,2022,202201,2022T1,5,13,13,2,1
