RN,FECHA,INICIO_INTERVALO,Llamadas_recibidas,Llamadas_atendidas,PERIODO_CIERRE,PERIODO_PAGO,PERIODO_RESTO_MES,FECHA_ENVIO_RDC,FECHA,ANIO,MES,TRIMES,DIASEM,DIAMES,DIAAANIO,SEMANA,DIA_HABIL
791,2022-02-11,2022-02-11T16:00:00Z,677,663,0,0,1,0,2022-02-11,2022,202202,2022T1,6,11,42,6,1
792,2022-02-11,2022-02-11T16:30:00Z,646,639,0,0,1,0,2022-02-11,2022,202202,2022T1,6,11,42,6,1
793,2022-02-11,2022-02-11T17:00:00Z,712,699,0,0,1,0,2022-02-11,2022,202202,2022T1,6,11,42,6,1
794,2022-02-11,2022-02-11T17:30:00Z,799,753,0,0,1,0,2022-02-11,2022,202202,2022T1,6,11,42,6,1
795,2022-02-11,2022-02-11T18:00:00Z,134,78,0,0,1,0,2022-02-11,2022,202202,2022T1,6,11,42,6,1
796,2022-02-11,2022-02-11T18:30:00Z,84,59,0,0,1,0,2022-02-11,2022,202202,2022T1,6,11,42,6,1
797,2022-02-11,2022-02-11T19:00:00Z,89,70,0,0,1,0,2022-02-11,2022,202202,2022T1,6,11,42,6,1
798,2022-02-11,2022-02-11T19:30:00Z,69,58,0,0,1,0,2022-02-11,2022,202202,2022T1,6,11,42,6,1
799,2022-02-11,2022-02-11T20:00:00Z,33,33,0,0,1,0,2022-02-11,2022,202202,2022T1,6,11,42,6,1
800,2022-02-11,2022-02-11T20:30:00Z,29,29,0,0,1,0,2022-02-11,2022,202202,2022T1,6,11,42,6,1
801,2022-02-14,2022-02-14T08:00:00Z,43,42,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
802,2022-02-14,2022-02-14T08:30:00Z,709,705,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
803,2022-02-14,2022-02-14T09:00:00Z,908,899,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
804,2022-02-14,2022-02-14T09:30:00Z,1046,1034,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
805,2022-02-14,2022-02-14T10:00:00Z,1078,1065,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
806,2022-02-14,2022-02-14T10:30:00Z,1103,1080,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
807,2022-02-14,2022-02-14T11:00:00Z,1192,1178,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
808,2022-02-14,2022-02-14T11:30:00Z,1200,1178,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
809,2022-02-14,2022-02-14T12:00:00Z,1122,1109,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
810,2022-02-14,2022-02-14T12:30:00Z,966,943,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
811,2022-02-14,2022-02-14T13:00:00Z,831,780,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
812,2022-02-14,2022-02-14T13:30:00Z,742,720,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
813,2022-02-14,2022-02-14T14:00:00Z,759,753,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
814,2022-02-14,2022-02-14T14:30:00Z,663,654,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
815,2022-02-14,2022-02-14T15:00:00Z,636,622,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
816,2022-02-14,2022-02-14T15:30:00Z,657,648,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
817,2022-02-14,2022-02-14T16:00:00Z,644,634,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
818,2022-02-14,2022-02-14T16:30:00Z,671,662,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
819,2022-02-14,2022-02-14T17:00:00Z,771,755,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
820,2022-02-14,2022-02-14T17:30:00Z,795,773,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
821,2022-02-14,2022-02-14T18:00:00Z,151,81,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
822,2022-02-14,2022-02-14T18:30:00Z,94,77,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
823,2022-02-14,2022-02-14T19:00:00Z,82,71,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
824,2022-02-14,2022-02-14T19:30:00Z,79,72,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
825,2022-02-14,2022-02-14T20:00:00Z,38,36,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
826,2022-02-14,2022-02-14T20:30:00Z,46,46,0,0,1,0,2022-02-14,2022,202202,2022T1,2,14,45,7,1
827,2022-02-15,2022-02-15T08:00:00Z,44,44,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
828,2022-02-15,2022-02-15T08:30:00Z,552,548,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
829,2022-02-15,2022-02-15T09:00:00Z,604,596,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
830,2022-02-15,2022-02-15T09:30:00Z,636,631,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
831,2022-02-15,2022-02-15T10:00:00Z,505,478,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
832,2022-02-15,2022-02-15T10:30:00Z,665,595,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
833,2022-02-15,2022-02-15T11:00:00Z,840,782,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
834,2022-02-15,2022-02-15T11:30:00Z,987,944,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
835,2022-02-15,2022-02-15T12:00:00Z,836,822,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
836,2022-02-15,2022-02-15T12:30:00Z,831,818,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
837,2022-02-15,2022-02-15T13:00:00Z,717,701,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
838,2022-02-15,2022-02-15T13:30:00Z,618,614,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
839,2022-02-15,2022-02-15T14:00:00Z,568,562,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
840,2022-02-15,2022-02-15T14:30:00Z,584,576,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
841,2022-02-15,2022-02-15T15:00:00Z,542,539,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
842,2022-02-15,2022-02-15T15:30:00Z,548,541,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
843,2022-02-15,2022-02-15T16:00:00Z,508,506,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
844,2022-02-15,2022-02-15T16:30:00Z,541,528,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
845,2022-02-15,2022-02-15T17:00:00Z,559,557,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
846,2022-02-15,2022-02-15T17:30:00Z,638,634,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
847,2022-02-15,2022-02-15T18:00:00Z,129,97,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
848,2022-02-15,2022-02-15T18:30:00Z,63,58,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
849,2022-02-15,2022-02-15T19:00:00Z,65,61,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
850,2022-02-15,2022-02-15T19:30:00Z,71,55,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
851,2022-02-15,2022-02-15T20:00:00Z,46,46,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
852,2022-02-15,2022-02-15T20:30:00Z,35,35,0,0,1,0,2022-02-15,2022,202202,2022T1,3,15,46,7,1
853,2022-02-16,2022-02-16T08:00:00Z,29,29,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
854,2022-02-16,2022-02-16T08:30:00Z,504,502,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
855,2022-02-16,2022-02-16T09:00:00Z,662,655,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
856,2022-02-16,2022-02-16T09:30:00Z,770,764,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
857,2022-02-16,2022-02-16T10:00:00Z,877,856,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
858,2022-02-16,2022-02-16T10:30:00Z,938,839,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
859,2022-02-16,2022-02-16T11:00:00Z,921,747,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
860,2022-02-16,2022-02-16T11:30:00Z,920,807,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
861,2022-02-16,2022-02-16T12:00:00Z,866,838,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
862,2022-02-16,2022-02-16T12:30:00Z,755,734,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
863,2022-02-16,2022-02-16T13:00:00Z,689,679,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
864,2022-02-16,2022-02-16T13:30:00Z,620,612,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
865,2022-02-16,2022-02-16T14:00:00Z,615,609,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
866,2022-02-16,2022-02-16T14:30:00Z,535,518,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
867,2022-02-16,2022-02-16T15:00:00Z,550,539,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
868,2022-02-16,2022-02-16T15:30:00Z,530,524,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
869,2022-02-16,2022-02-16T16:00:00Z,559,539,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
870,2022-02-16,2022-02-16T16:30:00Z,655,617,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
871,2022-02-16,2022-02-16T17:00:00Z,688,657,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
872,2022-02-16,2022-02-16T17:30:00Z,641,616,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
873,2022-02-16,2022-02-16T18:00:00Z,104,84,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
874,2022-02-16,2022-02-16T18:30:00Z,81,64,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
875,2022-02-16,2022-02-16T19:00:00Z,66,44,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
876,2022-02-16,2022-02-16T19:30:00Z,58,56,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
877,2022-02-16,2022-02-16T20:00:00Z,34,34,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
878,2022-02-16,2022-02-16T20:30:00Z,22,22,0,0,1,0,2022-02-16,2022,202202,2022T1,4,16,47,7,1
879,2022-02-17,2022-02-17T08:00:00Z,23,23,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
880,2022-02-17,2022-02-17T08:30:00Z,470,465,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
881,2022-02-17,2022-02-17T09:00:00Z,599,595,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
882,2022-02-17,2022-02-17T09:30:00Z,687,679,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
883,2022-02-17,2022-02-17T10:00:00Z,811,795,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
884,2022-02-17,2022-02-17T10:30:00Z,897,835,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
885,2022-02-17,2022-02-17T11:00:00Z,918,896,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
886,2022-02-17,2022-02-17T11:30:00Z,862,816,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
887,2022-02-17,2022-02-17T12:00:00Z,845,825,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
888,2022-02-17,2022-02-17T12:30:00Z,739,727,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
889,2022-02-17,2022-02-17T13:00:00Z,617,611,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
890,2022-02-17,2022-02-17T13:30:00Z,621,606,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
891,2022-02-17,2022-02-17T14:00:00Z,563,551,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
892,2022-02-17,2022-02-17T14:30:00Z,480,475,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
893,2022-02-17,2022-02-17T15:00:00Z,509,498,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
894,2022-02-17,2022-02-17T15:30:00Z,469,464,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
895,2022-02-17,2022-02-17T16:00:00Z,503,498,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
896,2022-02-17,2022-02-17T16:30:00Z,562,532,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
897,2022-02-17,2022-02-17T17:00:00Z,630,596,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
898,2022-02-17,2022-02-17T17:30:00Z,614,576,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
899,2022-02-17,2022-02-17T18:00:00Z,109,64,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
900,2022-02-17,2022-02-17T18:30:00Z,81,69,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
901,2022-02-17,2022-02-17T19:00:00Z,55,52,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
902,2022-02-17,2022-02-17T19:30:00Z,53,51,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
903,2022-02-17,2022-02-17T20:00:00Z,34,34,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
904,2022-02-17,2022-02-17T20:30:00Z,30,30,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
905,2022-02-17,2022-02-17T21:00:00Z,1,1,0,0,1,0,2022-02-17,2022,202202,2022T1,5,17,48,7,1
906,2022-02-18,2022-02-18T06:00:00Z,1,0,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
907,2022-02-18,2022-02-18T08:00:00Z,35,35,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
908,2022-02-18,2022-02-18T08:30:00Z,432,424,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
909,2022-02-18,2022-02-18T09:00:00Z,583,569,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
910,2022-02-18,2022-02-18T09:30:00Z,697,693,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
911,2022-02-18,2022-02-18T10:00:00Z,730,688,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
912,2022-02-18,2022-02-18T10:30:00Z,845,802,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
913,2022-02-18,2022-02-18T11:00:00Z,826,785,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
914,2022-02-18,2022-02-18T11:30:00Z,838,785,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
915,2022-02-18,2022-02-18T12:00:00Z,756,697,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
916,2022-02-18,2022-02-18T12:30:00Z,682,662,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
917,2022-02-18,2022-02-18T13:00:00Z,602,586,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
918,2022-02-18,2022-02-18T13:30:00Z,539,529,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
919,2022-02-18,2022-02-18T14:00:00Z,528,519,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
920,2022-02-18,2022-02-18T14:30:00Z,500,491,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
921,2022-02-18,2022-02-18T15:00:00Z,545,537,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
922,2022-02-18,2022-02-18T15:30:00Z,454,431,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
923,2022-02-18,2022-02-18T16:00:00Z,443,437,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
924,2022-02-18,2022-02-18T16:30:00Z,497,469,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
925,2022-02-18,2022-02-18T17:00:00Z,427,417,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
926,2022-02-18,2022-02-18T17:30:00Z,576,534,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
927,2022-02-18,2022-02-18T18:00:00Z,87,67,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
928,2022-02-18,2022-02-18T18:30:00Z,76,67,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
929,2022-02-18,2022-02-18T19:00:00Z,47,47,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
930,2022-02-18,2022-02-18T19:30:00Z,39,38,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
931,2022-02-18,2022-02-18T20:00:00Z,39,39,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
932,2022-02-18,2022-02-18T20:30:00Z,20,20,0,0,1,0,2022-02-18,2022,202202,2022T1,6,18,49,7,1
933,2022-02-21,2022-02-21T08:00:00Z,52,50,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
934,2022-02-21,2022-02-21T08:30:00Z,582,577,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
935,2022-02-21,2022-02-21T09:00:00Z,762,755,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
936,2022-02-21,2022-02-21T09:30:00Z,907,896,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
937,2022-02-21,2022-02-21T10:00:00Z,998,986,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
938,2022-02-21,2022-02-21T10:30:00Z,1070,1054,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
939,2022-02-21,2022-02-21T11:00:00Z,1096,1084,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
940,2022-02-21,2022-02-21T11:30:00Z,1037,1007,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
941,2022-02-21,2022-02-21T12:00:00Z,985,945,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
942,2022-02-21,2022-02-21T12:30:00Z,884,856,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
943,2022-02-21,2022-02-21T13:00:00Z,800,779,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
944,2022-02-21,2022-02-21T13:30:00Z,749,737,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
945,2022-02-21,2022-02-21T14:00:00Z,647,635,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
946,2022-02-21,2022-02-21T14:30:00Z,612,602,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
947,2022-02-21,2022-02-21T15:00:00Z,558,552,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
948,2022-02-21,2022-02-21T15:30:00Z,567,559,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
949,2022-02-21,2022-02-21T16:00:00Z,570,563,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
950,2022-02-21,2022-02-21T16:30:00Z,644,624,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
951,2022-02-21,2022-02-21T17:00:00Z,620,593,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
952,2022-02-21,2022-02-21T17:30:00Z,687,674,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
953,2022-02-21,2022-02-21T18:00:00Z,108,67,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
954,2022-02-21,2022-02-21T18:30:00Z,77,64,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
955,2022-02-21,2022-02-21T19:00:00Z,63,50,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
956,2022-02-21,2022-02-21T19:30:00Z,54,46,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
957,2022-02-21,2022-02-21T20:00:00Z,30,29,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
958,2022-02-21,2022-02-21T20:30:00Z,20,20,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
959,2022-02-21,2022-02-21T21:00:00Z,1,1,0,0,1,0,2022-02-21,2022,202202,2022T1,2,21,52,8,1
960,2022-02-22,2022-02-22T08:00:00Z,26,25,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
961,2022-02-22,2022-02-22T08:30:00Z,412,409,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
962,2022-02-22,2022-02-22T09:00:00Z,604,598,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
963,2022-02-22,2022-02-22T09:30:00Z,751,746,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
964,2022-02-22,2022-02-22T10:00:00Z,852,839,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
965,2022-02-22,2022-02-22T10:30:00Z,859,845,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
966,2022-02-22,2022-02-22T11:00:00Z,911,902,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
967,2022-02-22,2022-02-22T11:30:00Z,1011,990,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
968,2022-02-22,2022-02-22T12:00:00Z,867,854,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
969,2022-02-22,2022-02-22T12:30:00Z,770,762,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
970,2022-02-22,2022-02-22T13:00:00Z,756,748,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
971,2022-02-22,2022-02-22T13:30:00Z,697,678,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
972,2022-02-22,2022-02-22T14:00:00Z,682,669,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
973,2022-02-22,2022-02-22T14:30:00Z,640,629,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
974,2022-02-22,2022-02-22T15:00:00Z,584,578,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
975,2022-02-22,2022-02-22T15:30:00Z,535,530,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
976,2022-02-22,2022-02-22T16:00:00Z,553,546,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
977,2022-02-22,2022-02-22T16:30:00Z,623,604,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
978,2022-02-22,2022-02-22T17:00:00Z,654,597,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
979,2022-02-22,2022-02-22T17:30:00Z,706,550,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
980,2022-02-22,2022-02-22T18:00:00Z,132,76,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
981,2022-02-22,2022-02-22T18:30:00Z,100,65,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
982,2022-02-22,2022-02-22T19:00:00Z,94,56,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
983,2022-02-22,2022-02-22T19:30:00Z,82,57,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
984,2022-02-22,2022-02-22T20:00:00Z,78,66,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
985,2022-02-22,2022-02-22T20:30:00Z,59,56,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
986,2022-02-22,2022-02-22T21:00:00Z,2,0,0,0,1,0,2022-02-22,2022,202202,2022T1,3,22,53,8,1
987,2022-02-23,2022-02-23T08:00:00Z,58,55,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
988,2022-02-23,2022-02-23T08:30:00Z,583,556,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
989,2022-02-23,2022-02-23T09:00:00Z,733,672,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
990,2022-02-23,2022-02-23T09:30:00Z,871,790,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
991,2022-02-23,2022-02-23T10:00:00Z,918,866,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
992,2022-02-23,2022-02-23T10:30:00Z,991,854,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
993,2022-02-23,2022-02-23T11:00:00Z,941,847,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
994,2022-02-23,2022-02-23T11:30:00Z,970,864,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
995,2022-02-23,2022-02-23T12:00:00Z,903,837,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
996,2022-02-23,2022-02-23T12:30:00Z,827,765,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
997,2022-02-23,2022-02-23T13:00:00Z,722,680,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
998,2022-02-23,2022-02-23T13:30:00Z,698,690,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
999,2022-02-23,2022-02-23T14:00:00Z,668,653,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
1000,2022-02-23,2022-02-23T14:30:00Z,684,607,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
1001,2022-02-23,2022-02-23T15:00:00Z,664,623,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
1002,2022-02-23,2022-02-23T15:30:00Z,602,571,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
1003,2022-02-23,2022-02-23T16:00:00Z,578,538,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
1004,2022-02-23,2022-02-23T16:30:00Z,618,537,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
1005,2022-02-23,2022-02-23T17:00:00Z,663,564,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
1006,2022-02-23,2022-02-23T17:30:00Z,659,435,0,0,1,0,2022-02-23,2022,202202,2022T1,4,23,54,8,1
